Namespace(adam_epsilon=1e-06, batch_size=96, device='gpu', enable_addto=False, gradient_merge_steps=1, input_dir='./wikicorpus_en_seqlen128', learning_rate=0.0001, logging_steps=10, max_grad_norm=1.0, max_predictions_per_seq=20, max_steps=500, model_name_or_path='bert-base-uncased', model_type='bert', output_dir='./tmp2/', save_steps=20000, scale_loss=32768, seed=42, use_amp=1, use_pure_fp16=False, warmup_steps=10000, weight_decay=0.01)
[32m[2021-12-27 14:59:04,597] [    INFO][0m - Already cached /root/.paddlenlp/models/bert-base-uncased/bert-base-uncased-vocab.txt[0m
W1227 14:59:06.880378 34823 device_context.cc:447] Please NOTE: device: 0, GPU Compute Capability: 7.0, Driver API Version: 11.2, Runtime API Version: 11.2
W1227 14:59:06.884869 34823 device_context.cc:465] device: 0, cuDNN Version: 8.1.
W1227 14:59:17.183351 34823 build_strategy.cc:110] Currently, fuse_broadcast_ops only works under Reduce mode.
tobal step: 10, epoch: 0, batch: 9, loss: 11.218610, avg_reader_cost: 0.06491 sec, avg_batch_cost: 0.26058 sec, avg_samples: 96.00000, ips: 368.40359 sequences/sec
tobal step: 130, epoch: 0, batch: 129, loss: 10.283344, avg_reader_cost: 0.00005 sec, avg_batch_cost: 0.15339 sec, avg_samples: 96.00000, ips: 625.86363 sequences/sec
tobal step: 140, epoch: 0, batch: 139, loss: 10.210917, avg_reader_cost: 0.00006 sec, avg_batch_cost: 0.15358 sec, avg_samples: 96.00000, ips: 625.09333 sequences/sec
tobal step: 150, epoch: 0, batch: 149, loss: 10.107077, avg_reader_cost: 0.00006 sec, avg_batch_cost: 0.15373 sec, avg_samples: 96.00000, ips: 624.46659 sequences/sec
tobal step: 160, epoch: 0, batch: 159, loss: 9.986816, avg_reader_cost: 0.00004 sec, avg_batch_cost: 0.15370 sec, avg_samples: 96.00000, ips: 624.61277 sequences/sec
tobal step: 170, epoch: 0, batch: 169, loss: 10.037540, avg_reader_cost: 0.00006 sec, avg_batch_cost: 0.15385 sec, avg_samples: 96.00000, ips: 623.98727 sequences/sec
tobal step: 180, epoch: 0, batch: 179, loss: 9.967669, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.15404 sec, avg_samples: 96.00000, ips: 623.21937 sequences/sec
tobal step: 190, epoch: 0, batch: 189, loss: 9.998596, avg_reader_cost: 0.00006 sec, avg_batch_cost: 0.15346 sec, avg_samples: 96.00000, ips: 625.58300 sequences/sec
tobal step: 200, epoch: 0, batch: 199, loss: 10.011606, avg_reader_cost: 0.00005 sec, avg_batch_cost: 0.15398 sec, avg_samples: 96.00000, ips: 623.47287 sequences/sec
tobal step: 210, epoch: 0, batch: 209, loss: 9.994227, avg_reader_cost: 0.00004 sec, avg_batch_cost: 0.15353 sec, avg_samples: 96.00000, ips: 625.28398 sequences/sec
tobal step: 220, epoch: 0, batch: 219, loss: 9.864213, avg_reader_cost: 0.00004 sec, avg_batch_cost: 0.15362 sec, avg_samples: 96.00000, ips: 624.91725 sequences/sec
tobal step: 230, epoch: 0, batch: 229, loss: 10.027297, avg_reader_cost: 0.00005 sec, avg_batch_cost: 0.15375 sec, avg_samples: 96.00000, ips: 624.38118 sequences/sec
tobal step: 240, epoch: 0, batch: 239, loss: 9.771681, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.15472 sec, avg_samples: 96.00000, ips: 620.46644 sequences/sec
tobal step: 250, epoch: 0, batch: 249, loss: 9.689009, avg_reader_cost: 0.00005 sec, avg_batch_cost: 0.15366 sec, avg_samples: 96.00000, ips: 624.73701 sequences/sec
tobal step: 260, epoch: 0, batch: 259, loss: 9.781896, avg_reader_cost: 0.00005 sec, avg_batch_cost: 0.15371 sec, avg_samples: 96.00000, ips: 624.56520 sequences/sec
tobal step: 270, epoch: 0, batch: 269, loss: 9.761271, avg_reader_cost: 0.00004 sec, avg_batch_cost: 0.15364 sec, avg_samples: 96.00000, ips: 624.83803 sequences/sec
tobal step: 280, epoch: 0, batch: 279, loss: 9.692825, avg_reader_cost: 0.00005 sec, avg_batch_cost: 0.15360 sec, avg_samples: 96.00000, ips: 624.98961 sequences/sec
tobal step: 290, epoch: 0, batch: 289, loss: 9.667381, avg_reader_cost: 0.00005 sec, avg_batch_cost: 0.15408 sec, avg_samples: 96.00000, ips: 623.05041 sequences/sec
tobal step: 300, epoch: 0, batch: 299, loss: 9.618999, avg_reader_cost: 0.00005 sec, avg_batch_cost: 0.15370 sec, avg_samples: 96.00000, ips: 624.57391 sequences/sec
tobal step: 310, epoch: 0, batch: 309, loss: 9.637762, avg_reader_cost: 0.00005 sec, avg_batch_cost: 0.15387 sec, avg_samples: 96.00000, ips: 623.91050 sequences/sec
tobal step: 320, epoch: 0, batch: 319, loss: 9.617690, avg_reader_cost: 0.00005 sec, avg_batch_cost: 0.15361 sec, avg_samples: 96.00000, ips: 624.95421 sequences/sec
tobal step: 330, epoch: 0, batch: 329, loss: 9.572245, avg_reader_cost: 0.00005 sec, avg_batch_cost: 0.15374 sec, avg_samples: 96.00000, ips: 624.44751 sequences/sec
tobal step: 340, epoch: 0, batch: 339, loss: 9.551102, avg_reader_cost: 0.00005 sec, avg_batch_cost: 0.15364 sec, avg_samples: 96.00000, ips: 624.82891 sequences/sec
tobal step: 350, epoch: 0, batch: 349, loss: 9.599602, avg_reader_cost: 0.00005 sec, avg_batch_cost: 0.15385 sec, avg_samples: 96.00000, ips: 623.97490 sequences/sec
tobal step: 360, epoch: 0, batch: 359, loss: 9.516837, avg_reader_cost: 0.00005 sec, avg_batch_cost: 0.15365 sec, avg_samples: 96.00000, ips: 624.81456 sequences/sec
tobal step: 370, epoch: 0, batch: 369, loss: 9.497601, avg_reader_cost: 0.00005 sec, avg_batch_cost: 0.15371 sec, avg_samples: 96.00000, ips: 624.57120 sequences/sec
tobal step: 380, epoch: 0, batch: 379, loss: 9.533600, avg_reader_cost: 0.00005 sec, avg_batch_cost: 0.15370 sec, avg_samples: 96.00000, ips: 624.57760 sequences/sec
tobal step: 390, epoch: 0, batch: 389, loss: 9.338169, avg_reader_cost: 0.00004 sec, avg_batch_cost: 0.15374 sec, avg_samples: 96.00000, ips: 624.43114 sequences/sec
tobal step: 400, epoch: 0, batch: 399, loss: 9.470318, avg_reader_cost: 0.00004 sec, avg_batch_cost: 0.15374 sec, avg_samples: 96.00000, ips: 624.42136 sequences/sec
tobal step: 410, epoch: 0, batch: 409, loss: 9.365000, avg_reader_cost: 0.00005 sec, avg_batch_cost: 0.15369 sec, avg_samples: 96.00000, ips: 624.65230 sequences/sec
tobal step: 420, epoch: 0, batch: 419, loss: 9.239845, avg_reader_cost: 0.00004 sec, avg_batch_cost: 0.15384 sec, avg_samples: 96.00000, ips: 624.02528 sequences/sec
tobal step: 430, epoch: 0, batch: 429, loss: 9.335428, avg_reader_cost: 0.00005 sec, avg_batch_cost: 0.15401 sec, avg_samples: 96.00000, ips: 623.34344 sequences/sec
tobal step: 440, epoch: 0, batch: 439, loss: 9.324355, avg_reader_cost: 0.00006 sec, avg_batch_cost: 0.15412 sec, avg_samples: 96.00000, ips: 622.88117 sequences/sec
tobal step: 450, epoch: 0, batch: 449, loss: 9.176557, avg_reader_cost: 0.00006 sec, avg_batch_cost: 0.15433 sec, avg_samples: 96.00000, ips: 622.06264 sequences/sec
tobal step: 460, epoch: 0, batch: 459, loss: 9.099514, avg_reader_cost: 0.00006 sec, avg_batch_cost: 0.15423 sec, avg_samples: 96.00000, ips: 622.46394 sequences/sec
tobal step: 470, epoch: 0, batch: 469, loss: 9.304680, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.15471 sec, avg_samples: 96.00000, ips: 620.52591 sequences/sec
tobal step: 480, epoch: 0, batch: 479, loss: 9.250877, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.15477 sec, avg_samples: 96.00000, ips: 620.28502 sequences/sec
tobal step: 490, epoch: 0, batch: 489, loss: 9.159520, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.15438 sec, avg_samples: 96.00000, ips: 621.85109 sequences/sec
tobal step: 500, epoch: 0, batch: 499, loss: 9.090340, avg_reader_cost: 0.00006 sec, avg_batch_cost: 0.15453 sec, avg_samples: 96.00000, ips: 621.22489 sequences/sec
