Namespace(adam_epsilon=1e-06, batch_size=64, device='gpu', enable_addto=False, gradient_merge_steps=1, input_dir='./wikicorpus_en_seqlen128', learning_rate=0.0001, logging_steps=10, max_grad_norm=1.0, max_predictions_per_seq=20, max_steps=500, model_name_or_path='bert-base-uncased', model_type='bert', output_dir='./tmp2/', save_steps=20000, scale_loss=32768, seed=42, use_amp=1, use_pure_fp16=False, warmup_steps=10000, weight_decay=0.01)
[32m[2021-12-27 14:55:31,364] [    INFO][0m - Already cached /root/.paddlenlp/models/bert-base-uncased/bert-base-uncased-vocab.txt[0m
W1227 14:55:33.705693 34141 device_context.cc:447] Please NOTE: device: 0, GPU Compute Capability: 7.0, Driver API Version: 11.2, Runtime API Version: 11.2
W1227 14:55:33.711040 34141 device_context.cc:465] device: 0, cuDNN Version: 8.1.
W1227 14:55:43.867081 34141 build_strategy.cc:110] Currently, fuse_broadcast_ops only works under Reduce mode.
tobal step: 10, epoch: 0, batch: 9, loss: 11.204630, avg_reader_cost: 0.06473 sec, avg_batch_cost: 0.21772 sec, avg_samples: 64.00000, ips: 293.95630 sequences/sec
tobal step: 220, epoch: 0, batch: 219, loss: 9.837495, avg_reader_cost: 0.00006 sec, avg_batch_cost: 0.10822 sec, avg_samples: 64.00000, ips: 591.39675 sequences/sec
tobal step: 230, epoch: 0, batch: 229, loss: 9.775168, avg_reader_cost: 0.00005 sec, avg_batch_cost: 0.10819 sec, avg_samples: 64.00000, ips: 591.53971 sequences/sec
tobal step: 240, epoch: 0, batch: 239, loss: 9.665286, avg_reader_cost: 0.00005 sec, avg_batch_cost: 0.10824 sec, avg_samples: 64.00000, ips: 591.29800 sequences/sec
tobal step: 250, epoch: 0, batch: 249, loss: 9.769218, avg_reader_cost: 0.00006 sec, avg_batch_cost: 0.10850 sec, avg_samples: 64.00000, ips: 589.87119 sequences/sec
tobal step: 260, epoch: 0, batch: 259, loss: 9.799685, avg_reader_cost: 0.00005 sec, avg_batch_cost: 0.10819 sec, avg_samples: 64.00000, ips: 591.52733 sequences/sec
tobal step: 270, epoch: 0, batch: 269, loss: 9.729667, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.10859 sec, avg_samples: 64.00000, ips: 589.38150 sequences/sec
tobal step: 280, epoch: 0, batch: 279, loss: 9.804754, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10833 sec, avg_samples: 64.00000, ips: 590.77135 sequences/sec
tobal step: 290, epoch: 0, batch: 289, loss: 9.637236, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10836 sec, avg_samples: 64.00000, ips: 590.65033 sequences/sec
tobal step: 300, epoch: 0, batch: 299, loss: 9.751390, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10847 sec, avg_samples: 64.00000, ips: 590.04247 sequences/sec
tobal step: 310, epoch: 0, batch: 309, loss: 9.575942, avg_reader_cost: 0.00006 sec, avg_batch_cost: 0.10812 sec, avg_samples: 64.00000, ips: 591.92999 sequences/sec
tobal step: 320, epoch: 0, batch: 319, loss: 9.611254, avg_reader_cost: 0.00005 sec, avg_batch_cost: 0.10826 sec, avg_samples: 64.00000, ips: 591.15632 sequences/sec
tobal step: 330, epoch: 0, batch: 329, loss: 9.545301, avg_reader_cost: 0.00006 sec, avg_batch_cost: 0.10839 sec, avg_samples: 64.00000, ips: 590.48078 sequences/sec
tobal step: 340, epoch: 0, batch: 339, loss: 9.619389, avg_reader_cost: 0.00005 sec, avg_batch_cost: 0.10846 sec, avg_samples: 64.00000, ips: 590.05791 sequences/sec
tobal step: 350, epoch: 0, batch: 349, loss: 9.562614, avg_reader_cost: 0.00005 sec, avg_batch_cost: 0.10814 sec, avg_samples: 64.00000, ips: 591.79923 sequences/sec
tobal step: 360, epoch: 0, batch: 359, loss: 9.420686, avg_reader_cost: 0.00005 sec, avg_batch_cost: 0.10900 sec, avg_samples: 64.00000, ips: 587.15858 sequences/sec
tobal step: 370, epoch: 0, batch: 369, loss: 9.509408, avg_reader_cost: 0.00006 sec, avg_batch_cost: 0.10821 sec, avg_samples: 64.00000, ips: 591.44809 sequences/sec
tobal step: 380, epoch: 0, batch: 379, loss: 9.348512, avg_reader_cost: 0.00006 sec, avg_batch_cost: 0.10828 sec, avg_samples: 64.00000, ips: 591.03554 sequences/sec
tobal step: 390, epoch: 0, batch: 389, loss: 9.432705, avg_reader_cost: 0.00006 sec, avg_batch_cost: 0.10913 sec, avg_samples: 64.00000, ips: 586.46779 sequences/sec
tobal step: 400, epoch: 0, batch: 399, loss: 9.358568, avg_reader_cost: 0.00006 sec, avg_batch_cost: 0.10818 sec, avg_samples: 64.00000, ips: 591.59003 sequences/sec
tobal step: 410, epoch: 0, batch: 409, loss: 9.359712, avg_reader_cost: 0.00005 sec, avg_batch_cost: 0.10855 sec, avg_samples: 64.00000, ips: 589.59238 sequences/sec
tobal step: 420, epoch: 0, batch: 419, loss: 9.348716, avg_reader_cost: 0.00006 sec, avg_batch_cost: 0.10803 sec, avg_samples: 64.00000, ips: 592.44524 sequences/sec
tobal step: 430, epoch: 0, batch: 429, loss: 9.409089, avg_reader_cost: 0.00005 sec, avg_batch_cost: 0.10856 sec, avg_samples: 64.00000, ips: 589.53152 sequences/sec
tobal step: 440, epoch: 0, batch: 439, loss: 9.269840, avg_reader_cost: 0.00006 sec, avg_batch_cost: 0.10839 sec, avg_samples: 64.00000, ips: 590.44052 sequences/sec
tobal step: 450, epoch: 0, batch: 449, loss: 9.281122, avg_reader_cost: 0.00006 sec, avg_batch_cost: 0.10825 sec, avg_samples: 64.00000, ips: 591.20085 sequences/sec
tobal step: 460, epoch: 0, batch: 459, loss: 9.299262, avg_reader_cost: 0.00006 sec, avg_batch_cost: 0.10875 sec, avg_samples: 64.00000, ips: 588.51253 sequences/sec
tobal step: 470, epoch: 0, batch: 469, loss: 9.159841, avg_reader_cost: 0.00006 sec, avg_batch_cost: 0.10820 sec, avg_samples: 64.00000, ips: 591.49161 sequences/sec
tobal step: 480, epoch: 0, batch: 479, loss: 9.233500, avg_reader_cost: 0.00005 sec, avg_batch_cost: 0.10870 sec, avg_samples: 64.00000, ips: 588.78529 sequences/sec
tobal step: 490, epoch: 0, batch: 489, loss: 9.203475, avg_reader_cost: 0.00005 sec, avg_batch_cost: 0.10860 sec, avg_samples: 64.00000, ips: 589.29857 sequences/sec
tobal step: 500, epoch: 0, batch: 499, loss: 9.164674, avg_reader_cost: 0.00006 sec, avg_batch_cost: 0.10896 sec, avg_samples: 64.00000, ips: 587.38843 sequences/sec
