Namespace(adam_epsilon=1e-06, batch_size=32, device='gpu', enable_addto=False, gradient_merge_steps=1, input_dir='./wikicorpus_en_seqlen128', learning_rate=0.0001, logging_steps=10, max_grad_norm=1.0, max_predictions_per_seq=20, max_steps=500, model_name_or_path='bert-base-uncased', model_type='bert', output_dir='./tmp2/', save_steps=20000, scale_loss=32768, seed=42, use_amp=0, use_pure_fp16=False, warmup_steps=10000, weight_decay=0.01)
[32m[2021-12-27 14:44:07,264] [    INFO][0m - Already cached /root/.paddlenlp/models/bert-base-uncased/bert-base-uncased-vocab.txt[0m
W1227 14:44:08.793514 32779 device_context.cc:447] Please NOTE: device: 0, GPU Compute Capability: 7.0, Driver API Version: 11.2, Runtime API Version: 11.2
W1227 14:44:08.799170 32779 device_context.cc:465] device: 0, cuDNN Version: 8.1.
W1227 14:44:19.333365 32779 build_strategy.cc:110] Currently, fuse_broadcast_ops only works under Reduce mode.
tobal step: 10, epoch: 0, batch: 9, loss: 11.216731, avg_reader_cost: 0.06524 sec, avg_batch_cost: 0.27767 sec, avg_samples: 32.00000, ips: 115.24558 sequences/sec
tobal step: 210, epoch: 0, batch: 209, loss: 10.188588, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.20268 sec, avg_samples: 32.00000, ips: 157.88514 sequences/sec
tobal step: 220, epoch: 0, batch: 219, loss: 10.091031, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.20336 sec, avg_samples: 32.00000, ips: 157.35366 sequences/sec
tobal step: 230, epoch: 0, batch: 229, loss: 9.689407, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.20336 sec, avg_samples: 32.00000, ips: 157.35415 sequences/sec
tobal step: 240, epoch: 0, batch: 239, loss: 9.876223, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.20327 sec, avg_samples: 32.00000, ips: 157.42983 sequences/sec
tobal step: 250, epoch: 0, batch: 249, loss: 9.856270, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.20358 sec, avg_samples: 32.00000, ips: 157.18320 sequences/sec
tobal step: 260, epoch: 0, batch: 259, loss: 10.054567, avg_reader_cost: 0.00006 sec, avg_batch_cost: 0.20337 sec, avg_samples: 32.00000, ips: 157.35024 sequences/sec
tobal step: 270, epoch: 0, batch: 269, loss: 9.753054, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.20295 sec, avg_samples: 32.00000, ips: 157.67375 sequences/sec
tobal step: 280, epoch: 0, batch: 279, loss: 9.519322, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.20308 sec, avg_samples: 32.00000, ips: 157.57220 sequences/sec
tobal step: 290, epoch: 0, batch: 289, loss: 9.745186, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.20345 sec, avg_samples: 32.00000, ips: 157.28912 sequences/sec
tobal step: 300, epoch: 0, batch: 299, loss: 9.883037, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.20327 sec, avg_samples: 32.00000, ips: 157.42673 sequences/sec
tobal step: 310, epoch: 0, batch: 309, loss: 9.494383, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.20348 sec, avg_samples: 32.00000, ips: 157.26055 sequences/sec
tobal step: 320, epoch: 0, batch: 319, loss: 9.473786, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.20406 sec, avg_samples: 32.00000, ips: 156.81592 sequences/sec
tobal step: 330, epoch: 0, batch: 329, loss: 9.396522, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.20405 sec, avg_samples: 32.00000, ips: 156.82519 sequences/sec
tobal step: 340, epoch: 0, batch: 339, loss: 9.504093, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.20378 sec, avg_samples: 32.00000, ips: 157.03209 sequences/sec
tobal step: 350, epoch: 0, batch: 349, loss: 9.608873, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.20345 sec, avg_samples: 32.00000, ips: 157.28727 sequences/sec
tobal step: 360, epoch: 0, batch: 359, loss: 9.543487, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.20358 sec, avg_samples: 32.00000, ips: 157.18865 sequences/sec
tobal step: 370, epoch: 0, batch: 369, loss: 9.523529, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.20360 sec, avg_samples: 32.00000, ips: 157.17017 sequences/sec
tobal step: 380, epoch: 0, batch: 379, loss: 9.473129, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.20304 sec, avg_samples: 32.00000, ips: 157.60780 sequences/sec
tobal step: 390, epoch: 0, batch: 389, loss: 9.546365, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.20361 sec, avg_samples: 32.00000, ips: 157.16662 sequences/sec
tobal step: 400, epoch: 0, batch: 399, loss: 9.500436, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.20348 sec, avg_samples: 32.00000, ips: 157.26208 sequences/sec
tobal step: 410, epoch: 0, batch: 409, loss: 9.341581, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.20358 sec, avg_samples: 32.00000, ips: 157.18434 sequences/sec
tobal step: 420, epoch: 0, batch: 419, loss: 9.347979, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.20321 sec, avg_samples: 32.00000, ips: 157.47020 sequences/sec
tobal step: 430, epoch: 0, batch: 429, loss: 9.534388, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.20336 sec, avg_samples: 32.00000, ips: 157.35943 sequences/sec
tobal step: 440, epoch: 0, batch: 439, loss: 9.426929, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.20388 sec, avg_samples: 32.00000, ips: 156.95305 sequences/sec
tobal step: 450, epoch: 0, batch: 449, loss: 9.362814, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.20328 sec, avg_samples: 32.00000, ips: 157.41973 sequences/sec
tobal step: 460, epoch: 0, batch: 459, loss: 9.309258, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.20325 sec, avg_samples: 32.00000, ips: 157.44475 sequences/sec
tobal step: 470, epoch: 0, batch: 469, loss: 9.322663, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.20353 sec, avg_samples: 32.00000, ips: 157.22201 sequences/sec
tobal step: 480, epoch: 0, batch: 479, loss: 9.007853, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.20354 sec, avg_samples: 32.00000, ips: 157.21522 sequences/sec
tobal step: 490, epoch: 0, batch: 489, loss: 9.429289, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.20387 sec, avg_samples: 32.00000, ips: 156.96528 sequences/sec
tobal step: 500, epoch: 0, batch: 499, loss: 9.079184, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.20399 sec, avg_samples: 32.00000, ips: 156.87177 sequences/sec
