Namespace(adam_epsilon=1e-06, batch_size=48, device='gpu', enable_addto=False, gradient_merge_steps=1, input_dir='./wikicorpus_en_seqlen128', learning_rate=0.0001, logging_steps=10, max_grad_norm=1.0, max_predictions_per_seq=20, max_steps=400, model_name_or_path='bert-base-uncased', model_type='bert', output_dir='./tmp2/', save_steps=20000, scale_loss=32768, seed=42, use_amp=0, use_pure_fp16=False, warmup_steps=10000, weight_decay=0.01)
[32m[2021-12-27 14:52:24,788] [    INFO][0m - Already cached /root/.paddlenlp/models/bert-base-uncased/bert-base-uncased-vocab.txt[0m
server not ready, wait 3 sec to retry...
not ready endpoints:['127.0.0.1:41833', '127.0.0.1:54649', '127.0.0.1:57778', '127.0.0.1:52631', '127.0.0.1:43320', '127.0.0.1:37113', '127.0.0.1:49821']
server not ready, wait 3 sec to retry...
not ready endpoints:['127.0.0.1:41833', '127.0.0.1:54649', '127.0.0.1:57778', '127.0.0.1:52631', '127.0.0.1:43320', '127.0.0.1:37113', '127.0.0.1:49821']
W1227 14:52:32.485716 33747 device_context.cc:447] Please NOTE: device: 0, GPU Compute Capability: 7.0, Driver API Version: 11.2, Runtime API Version: 11.2
W1227 14:52:32.490324 33747 device_context.cc:465] device: 0, cuDNN Version: 8.1.
W1227 14:52:44.768460 33747 build_strategy.cc:110] Currently, fuse_broadcast_ops only works under Reduce mode.
W1227 14:52:44.867215 33747 fuse_all_reduce_op_pass.cc:76] Find all_reduce operators: 206. To make the speed faster, some all_reduce ops are fused during training, after fusion, the number of all_reduce ops is 19.
tobal step: 10, epoch: 0, batch: 9, loss: 11.210960, avg_reader_cost: 0.06822 sec, avg_batch_cost: 0.60234 sec, avg_samples: 48.00000, ips: 79.68949 sequences/sec
tobal step: 310, epoch: 0, batch: 19, loss: 9.462468, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.32043 sec, avg_samples: 48.00000, ips: 149.80068 sequences/sec
tobal step: 320, epoch: 0, batch: 29, loss: 9.468302, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.32047 sec, avg_samples: 48.00000, ips: 149.78147 sequences/sec
tobal step: 330, epoch: 0, batch: 39, loss: 9.595419, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.32069 sec, avg_samples: 48.00000, ips: 149.67735 sequences/sec
tobal step: 340, epoch: 0, batch: 49, loss: 9.357909, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.32088 sec, avg_samples: 48.00000, ips: 149.58884 sequences/sec
tobal step: 350, epoch: 0, batch: 59, loss: 9.459148, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.32036 sec, avg_samples: 48.00000, ips: 149.83267 sequences/sec
tobal step: 360, epoch: 0, batch: 69, loss: 9.581911, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.32124 sec, avg_samples: 48.00000, ips: 149.42257 sequences/sec
tobal step: 370, epoch: 0, batch: 79, loss: 9.325497, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.32073 sec, avg_samples: 48.00000, ips: 149.65755 sequences/sec
tobal step: 380, epoch: 0, batch: 89, loss: 9.224298, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.32077 sec, avg_samples: 48.00000, ips: 149.64002 sequences/sec
tobal step: 390, epoch: 0, batch: 99, loss: 9.297720, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.32053 sec, avg_samples: 48.00000, ips: 149.74965 sequences/sec
tobal step: 400, epoch: 0, batch: 109, loss: 9.339700, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.32109 sec, avg_samples: 48.00000, ips: 149.49221 sequences/sec
